"country","year","kWh","continent"
"Uzbekistan",2003,44823470621.6046,"Asia"
"Wallis et Futuna",2003,,"Oceania"
"Vanuatu",2003,,"Oceania"
"Venezuela",2003,68099093326.4002,"Americas"
"West Bank and Gaza",2003,,"Asia"
"West Germany",2003,,"Europe"
"Western Sahara",2003,,"Africa"
"Vietnam",2003,36055596700.9161,"Asia"
"Virgin Islands (U.S.)",2003,,"Americas"
"North Yemen (former)",2003,,
"South Yemen (former)",2003,,
"Yemen",2003,3.118e+09,"Asia"
"Yugoslavia",2003,,
"Zambia",2003,7.467e+09,"Africa"
"Zimbabwe",2003,1.054e+10,"Africa"
"Åland",2003,,"Europe"
"South Sudan",2003,,"Africa"
"Christian",2003,,
"Coastline",2003,,
"Curaçao",2003,,"Americas"
"Sint Maarten (Dutch part)",2003,,"Americas"
"St. Martin (French part)",2003,,"Americas"
"Antarctica",2003,,
"Virgin Islands, British",2003,,"Americas"
"Hawaiian Trade Zone",2003,,
"U.S. Pacific Islands",2003,,
"Wake Island",2003,,
"Bonaire",2003,,
"Sark",2003,,
"Chinese Taipei",2003,,"Asia"
"Saint Eustatius",2003,,
"Saba",2003,,
"Abkhazia",2004,,
"Afghanistan",2004,,"Asia"
"Akrotiri and Dhekelia",2004,,
"Albania",2004,5.441e+09,"Europe"
"Algeria",2004,2.6288e+10,"Africa"
"American Samoa",2004,,"Oceania"
"Andorra",2004,,"Europe"
"Angola",2004,1.642e+09,"Africa"
"Anguilla",2004,,"Americas"
"Antigua and Barbuda",2004,,"Americas"
"Argentina",2004,8.8272e+10,"Americas"
"Armenia",2004,4.322e+09,"Asia"
"Aruba",2004,,"Americas"
"Australia",2004,218489752636.307,"Oceania"
"Austria",2004,63913087777.2864,"Europe"
"Azerbaijan",2004,20668074198.2785,"Asia"
"Bahamas",2004,,"Americas"
"Bahrain",2004,8.051e+09,"Asia"
"Bangladesh",2004,22645999836.6483,"Asia"
"Barbados",2004,,"Americas"
"Belarus",2004,31033763274.1271,"Europe"
"Belgium",2004,88823886720.0383,"Europe"
"Belize",2004,,"Americas"
"Benin",2004,,"Africa"
"Bermuda",2004,,"Americas"
"Bhutan",2004,,"Asia"
"Bolivia",2004,4.034e+09,"Americas"
"Bosnia and Herzegovina",2004,8.74e+09,"Europe"
"Botswana",2004,2.526e+09,"Africa"
"Brazil",2004,3.59946e+11,"Americas"
"British Virgin Islands",2004,,"Americas"
"Brunei",2004,3.142e+09,"Asia"
"Bulgaria",2004,30681586848.0295,"Europe"
"Burkina Faso",2004,,"Africa"
"Burundi",2004,,"Africa"
"Cambodia",2004,7.28e+08,"Asia"
"Cameroon",2004,3.32e+09,"Africa"
"Canada",2004,550561186011.408,"Americas"
"Cape Verde",2004,,"Africa"
"Cayman Islands",2004,,"Americas"
"Central African Republic",2004,,"Africa"
"Chad",2004,,"Africa"
"Channel Islands",2004,,
"Chile",2004,4.9077e+10,"Americas"
"China",2004,2063678185621.14,"Asia"
"Christmas Island",2004,,"Oceania"
"Cocos Island",2004,,
"Colombia",2004,3.8381e+10,"Americas"
"Comoros",2004,,"Africa"
"Congo, Dem. Rep.",2004,4.68e+09,"Africa"
"Congo, Rep.",2004,3.7e+08,"Africa"
"Cook Is",2004,,"Oceania"
"Costa Rica",2004,7.096e+09,"Americas"
"Cote d'Ivoire",2004,3.121e+09,"Africa"
"Croatia",2004,14747875013.7418,"Europe"
"Cuba",2004,1.3223e+10,"Americas"
"Cyprus",2004,3.988e+09,"Asia"
"Czech Republic",2004,63442753102.5793,"Europe"
"Czechoslovakia",2004,,
"Denmark",2004,35725930136.6652,"Europe"
"Djibouti",2004,,"Africa"
"Dominica",2004,,"Americas"
"Dominican Republic",2004,1.0439e+10,"Americas"
"East Germany",2004,,
"Ecuador",2004,9.979e+09,"Americas"
"Egypt",2004,8.8285e+10,"Africa"
"El Salvador",2004,4.16e+09,"Americas"
"Equatorial Guinea",2004,,"Africa"
"Eritrea",2004,2.35e+08,"Africa"
"Eritrea and Ethiopia",2004,,
"Estonia",2004,7393388894.90028,"Europe"
"Ethiopia",2004,2.285e+09,"Africa"
"Faeroe Islands",2004,,"Europe"
"Falkland Is (Malvinas)",2004,,"Americas"
"Fiji",2004,,"Oceania"
"Finland",2004,87666688860.6572,"Europe"
"France",2004,464491185629.022,"Europe"
"French Guiana",2004,,"Americas"
"French Polynesia",2004,,"Oceania"
"Gabon",2004,1.23e+09,"Africa"
"Gambia",2004,,"Africa"
"Georgia",2004,7458194076.83579,"Asia"
"Germany",2004,584481248101.065,"Europe"
"Ghana",2004,4.651e+09,"Africa"
"Gibraltar",2004,,"Europe"
"Greece",2004,57407628120.3949,"Europe"
"Greenland",2004,,"Americas"
"Grenada",2004,,"Americas"
"Guadeloupe",2004,,"Americas"
"Guam",2004,,"Oceania"
"Guatemala",2004,5.94e+09,"Americas"
"Guernsey",2004,,"Europe"
"Guinea",2004,,"Africa"
"Guinea-Bissau",2004,,"Africa"
"Guyana",2004,,"Americas"
"Haiti",2004,2.56e+08,"Americas"
"Holy See",2004,,"Europe"
"Honduras",2004,4.128e+09,"Americas"
"Hong Kong, China",2004,39366238660.2786,"Asia"
"Hungary",2004,37207949507.0122,"Europe"
"Iceland",2004,8267240370.59102,"Europe"
"India",2004,492809000438.836,"Asia"
"Indonesia",2004,1.05921e+11,"Asia"
"Iran",2004,1.38559e+11,"Asia"
"Iraq",2004,31254386165.8808,"Asia"
"Ireland",2004,25202079701.9946,"Europe"
"Isle of Man",2004,,"Europe"
"Israel",2004,42230778625.3488,"Asia"
"Italy",2004,328612990066.542,"Europe"
"Jamaica",2004,6551882772.44987,"Americas"
"Japan",2004,1016802169351.88,"Asia"
"Jersey",2004,,"Europe"
"Jordan",2004,8529639988.65784,"Asia"
"Kazakhstan",2004,58094328182.5918,"Asia"
"Kenya",2004,4.679e+09,"Africa"
"Kiribati",2004,,"Oceania"
"North Korea",2004,1.8501e+10,"Asia"
"South Korea",2004,346429605991.632,"Asia"
"United Korea (former)
",2004,,"Asia"
"Kosovo",2004,5138752927.62853,
"Kuwait",2004,3.6718e+10,"Asia"
"Kyrgyz Republic",2004,8266781533.48875,"Asia"
"Lao",2004,,"Asia"
"Latvia",2004,5917354677.99253,"Europe"
"Lebanon",2004,1.1133e+10,"Asia"
"Lesotho",2004,,"Africa"
"Liberia",2004,,"Africa"
"Libya",2004,1.4449e+10,"Africa"
"Liechtenstein",2004,,"Europe"
"Lithuania",2004,10784904186.7906,"Europe"
"Luxembourg",2004,7349525089.77396,"Europe"
"Macao, China",2004,,"Asia"
"Macedonia, FYR",2004,6.466e+09,"Europe"
"Madagascar",2004,,"Africa"
"Malawi",2004,,"Africa"
"Malaysia",2004,7.5178e+10,"Asia"
"Maldives",2004,,"Asia"
"Mali",2004,,"Africa"
"Malta",2004,1953375985.62557,"Europe"
"Marshall Islands",2004,,"Oceania"
"Martinique",2004,,"Americas"
"Mauritania",2004,,"Africa"
"Mauritius",2004,,"Africa"
"Mayotte",2004,,"Africa"
"Mexico",2004,1.96784e+11,"Americas"
"Micronesia, Fed. Sts.",2004,,"Oceania"
"Moldova",2004,5495546157.06059,"Europe"
"Monaco",2004,,"Europe"
"Mongolia",2004,3.073e+09,"Asia"
"Montenegro",2004,,"Europe"
"Montserrat",2004,,"Americas"
"Morocco",2004,1.8439e+10,"Africa"
"Mozambique",2004,8.938e+09,"Africa"
"Myanmar",2004,3.91e+09,"Asia"
"Namibia",2004,2.772e+09,"Africa"
"Nauru",2004,,"Oceania"
"Nepal",2004,1.892e+09,"Asia"
"Netherlands",2004,113855207224.161,"Europe"
"Netherlands Antilles",2004,,"Americas"
"New Caledonia",2004,,"Oceania"
"New Zealand",2004,39430093071.5596,"Oceania"
"Ngorno-Karabakh",2004,,
"Nicaragua",2004,2.106e+09,"Americas"
"Niger",2004,,"Africa"
"Nigeria",2004,1.673e+10,"Africa"
"Niue",2004,,"Oceania"
"Norfolk Island",2004,,"Oceania"
"Northern Cyprus",2004,,"Asia"
"Northern Mariana Islands",2004,,"Oceania"
"Norway",2004,111071222583.631,"Europe"
"Oman",2004,9.365e+09,"Asia"
"Pakistan",2004,6.463e+10,"Asia"
"Palau",2004,,"Oceania"
"Panama",2004,4.656e+09,"Americas"
"Papua New Guinea",2004,,"Oceania"
"Paraguay",2004,4.724e+09,"Americas"
"Peru",2004,2.1896e+10,"Americas"
"Philippines",2004,4.873e+10,"Asia"
"Pitcairn",2004,,"Oceania"
"Poland",2004,130410786551.134,"Europe"
"Portugal",2004,47548383668.6831,"Europe"
"Puerto Rico",2004,,"Americas"
"Qatar",2004,1.2317e+10,"Asia"
"Reunion",2004,,"Africa"
"Romania",2004,49608191713.9538,"Europe"
"Russia",2004,814233865519.714,"Europe"
"Rwanda",2004,,"Africa"
"St. Barthélemy",2004,,"Americas"
"St. Helena",2004,,"Africa"
"St. Kitts and Nevis",2004,,"Americas"
"St. Lucia",2004,,"Americas"
"St. Martin",2004,,
"St. Vincent and the Grenadines",2004,,"Americas"
"St.-Pierre-et-Miquelon",2004,,"Americas"
"Samoa",2004,,"Oceania"
"San Marino",2004,,"Europe"
"Sao Tome and Principe",2004,,"Africa"
"Saudi Arabia",2004,1.46948e+11,"Asia"
"Senegal",2004,1.517e+09,"Africa"
"Serbia",2004,42137140893.5923,"Europe"
"Serbia and Montenegro",2004,,
"Serbia excluding Kosovo",2004,,"Europe"
"Seychelles",2004,,"Africa"
"Sierra Leone",2004,,"Africa"
"Singapore",2004,34588608153.6948,"Asia"
"Slovak Republic",2004,27534054492.2208,"Europe"
"Slovenia",2004,13647468677.7045,"Europe"
"Solomon Islands",2004,,"Oceania"
"Somalia",2004,,"Africa"
"Somaliland",2004,,"Africa"
"South Africa",2004,219677707126.86,"Africa"
"South Ossetia",2004,,
"Spain",2004,253148350622.249,"Europe"
"Sri Lanka",2004,6932073551.83946,"Asia"
"Sudan",2004,1999649219.62132,"Africa"
"Suriname",2004,,"Americas"
"Svalbard",2004,,"Europe"
"Swaziland",2004,,"Africa"
"Sweden",2004,138448957132.076,"Europe"
"Switzerland",2004,60404007530.4227,"Europe"
"Syria",2004,2.4915e+10,"Asia"
"Taiwan",2004,,"Asia"
"Tajikistan",2004,1.4392e+10,"Asia"
"Tanzania",2004,2.406e+09,"Africa"
"Thailand",2004,1.18762e+11,"Asia"
"Timor-Leste",2004,,"Asia"
"Togo",2004,5.87e+08,"Africa"
"Tokelau",2004,,"Oceania"
"Tonga",2004,,"Oceania"
"Transnistria",2004,,
"Trinidad and Tobago",2004,6.062e+09,"Americas"
"Tunisia",2004,10245404869.0145,"Africa"
"Turkey",2004,1.26774e+11,"Asia"
"Turkmenistan",2004,9.001e+09,"Asia"
"Turks and Caicos Islands",2004,,"Americas"
"Tuvalu",2004,,"Oceania"
"Uganda",2004,,"Africa"
"Ukraine",2004,148971295103.853,"Europe"
"United Arab Emirates",2004,4.8951e+10,"Asia"
"United Kingdom",2004,368398145722.916,"Europe"
"United States",2004,3937090476075.5,"Americas"
"Uruguay",2004,6450131386.79941,"Americas"
"USSR",2004,,"Europe"
"Uzbekistan",2004,45232153512.782,"Asia"
"Wallis et Futuna",2004,,"Oceania"
"Vanuatu",2004,,"Oceania"
"Venezuela",2004,72908124307.0387,"Americas"
"West Bank and Gaza",2004,,"Asia"
"West Germany",2004,,"Europe"
"Western Sahara",2004,,"Africa"
"Vietnam",2004,40606379799.5768,"Asia"
"Virgin Islands (U.S.)",2004,,"Americas"
"North Yemen (former)",2004,,
"South Yemen (former)",2004,,
"Yemen",2004,3.388e+09,"Asia"
"Yugoslavia",2004,,
"Zambia",2004,7.913e+09,"Africa"
"Zimbabwe",2004,1.0286e+10,"Africa"
"Åland",2004,,"Europe"
"South Sudan",2004,,"Africa"
"Christian",2004,,
"Coastline",2004,,
"Curaçao",2004,,"Americas"
"Sint Maarten (Dutch part)",2004,,"Americas"
"St. Martin (French part)",2004,,"Americas"
"Antarctica",2004,,
"Virgin Islands, British",2004,,"Americas"
"Hawaiian Trade Zone",2004,,
"U.S. Pacific Islands",2004,,
"Wake Island",2004,,
"Bonaire",2004,,
"Sark",2004,,
"Chinese Taipei",2004,,"Asia"
"Saint Eustatius",2004,,
"Saba",2004,,
"Abkhazia",2005,,
"Afghanistan",2005,,"Asia"
"Akrotiri and Dhekelia",2005,,
"Albania",2005,5.186e+09,"Europe"
"Algeria",2005,2.9524e+10,"Africa"
"American Samoa",2005,,"Oceania"
"Andorra",2005,,"Europe"
"Angola",2005,2.124e+09,"Africa"
"Anguilla",2005,,"Americas"
"Antigua and Barbuda",2005,,"Americas"
"Argentina",2005,9.3671e+10,"Americas"
"Armenia",2005,4.536e+09,"Asia"
"Aruba",2005,,"Americas"
"Australia",2005,213370189562.045,"Oceania"
"Austria",2005,65676840127.815,"Europe"
"Azerbaijan",2005,20674986338.65,"Asia"
"Bahamas",2005,,"Americas"
"Bahrain",2005,8.456e+09,"Asia"
"Bangladesh",2005,2.454e+10,"Asia"
"Barbados",2005,,"Americas"
"Belarus",2005,31521845996.4211,"Europe"
"Belgium",2005,88624888108.5166,"Europe"
"Belize",2005,,"Americas"
"Benin",2005,,"Africa"
"Bermuda",2005,,"Americas"
"Bhutan",2005,,"Asia"
"Bolivia",2005,4.367e+09,"Americas"
"Bosnia and Herzegovina",2005,8.998e+09,"Europe"
"Botswana",2005,2.666e+09,"Africa"
"Brazil",2005,375194997982.681,"Americas"
"British Virgin Islands",2005,,"Americas"
"Brunei",2005,3.149e+09,"Asia"
"Bulgaria",2005,31897764520.8594,"Europe"
"Burkina Faso",2005,,"Africa"
"Burundi",2005,,"Africa"
"Cambodia",2005,8.86e+08,"Asia"
"Cameroon",2005,3.306e+09,"Africa"
"Canada",2005,559123895136.389,"Americas"
"Cape Verde",2005,,"Africa"
"Cayman Islands",2005,,"Americas"
"Central African Republic",2005,,"Africa"
"Chad",2005,,"Africa"
"Channel Islands",2005,,
"Chile",2005,5.0096e+10,"Americas"
"China",2005,2332556732491.75,"Asia"
"Christmas Island",2005,,"Oceania"
"Cocos Island",2005,,
"Colombia",2005,3.8776e+10,"Americas"
"Comoros",2005,,"Africa"
"Congo, Dem. Rep.",2005,4.901e+09,"Africa"
"Congo, Rep.",2005,4.25e+08,"Africa"
"Cook Is",2005,,"Oceania"
"Costa Rica",2005,7.376e+09,"Americas"
"Cote d'Ivoire",2005,3.154e+09,"Africa"
"Croatia",2005,15439951337.2355,"Europe"
"Cuba",2005,1.3008e+10,"Americas"
"Cyprus",2005,4.213e+09,"Asia"
"Czech Republic",2005,64820662973.821,"Europe"
"Czechoslovakia",2005,,
"Denmark",2005,36088079908.0051,"Europe"
"Djibouti",2005,,"Africa"
"Dominica",2005,,"Americas"
"Dominican Republic",2005,1.1821e+10,"Americas"
"East Germany",2005,,
"Ecuador",2005,1.0469e+10,"Americas"
"Egypt",2005,9.5308e+10,"Africa"
"El Salvador",2005,4.579e+09,"Americas"
"Equatorial Guinea",2005,,"Africa"
"Eritrea",2005,2.42e+08,"Africa"
"Eritrea and Ethiopia",2005,,
"Estonia",2005,7492663870.4343,"Europe"
"Ethiopia",2005,2.56e+09,"Africa"
"Faeroe Islands",2005,,"Europe"
"Falkland Is (Malvinas)",2005,,"Americas"
"Fiji",2005,,"Oceania"
"Finland",2005,84517732563.796,"Europe"
"France",2005,466960332464.099,"Europe"
"French Guiana",2005,,"Americas"
"French Polynesia",2005,,"Oceania"
"Gabon",2005,1.261e+09,"Africa"
"Gambia",2005,,"Africa"
"Georgia",2005,7677595128.40503,"Asia"
"Germany",2005,587146307224.282,"Europe"
"Ghana",2005,5.337e+09,"Africa"
"Gibraltar",2005,,"Europe"
"Greece",2005,58616863528.2982,"Europe"
"Greenland",2005,,"Americas"
"Grenada",2005,,"Americas"
"Guadeloupe",2005,,"Americas"
"Guam",2005,,"Oceania"
"Guatemala",2005,6.068e+09,"Americas"
"Guernsey",2005,,"Europe"
"Guinea",2005,,"Africa"
"Guinea-Bissau",2005,,"Africa"
"Guyana",2005,,"Americas"
"Haiti",2005,3.43e+08,"Americas"
"Holy See",2005,,"Europe"
"Honduras",2005,4.274e+09,"Americas"
"Hong Kong, China",2005,40031360125.7852,"Asia"
"Hungary",2005,38041513493.9648,"Europe"
"Iceland",2005,8305251892.26715,"Europe"
"India",2005,519703001367.588,"Asia"
"Indonesia",2005,113133000497.719,"Asia"
"Iran",2005,1.45075e+11,"Asia"
"Iraq",2005,22325989735.6144,"Asia"
"Ireland",2005,25953315508.4456,"Europe"
"Isle of Man",2005,,"Europe"
"Israel",2005,43406565029.6532,"Asia"
"Italy",2005,332591723267.253,"Europe"
"Jamaica",2005,6645448575.30939,"Americas"
"Japan",2005,1038026036527.28,"Asia"
"Jersey",2005,,"Europe"
"Jordan",2005,8983131885.79876,"Asia"
"Kazakhstan",2005,60870403143.4151,"Asia"
"Kenya",2005,4.879e+09,"Africa"
"Kiribati",2005,,"Oceania"
"North Korea",2005,1.9292e+10,"Asia"
"South Korea",2005,367125565279.239,"Asia"
"United Korea (former)
",2005,,"Asia"
"Kosovo",2005,5254107153.32575,
"Kuwait",2005,3.8767e+10,"Asia"
"Kyrgyz Republic",2005,9254360201.25518,"Asia"
"Lao",2005,,"Asia"
"Latvia",2005,6231557628.91043,"Europe"
"Lebanon",2005,1.1301e+10,"Asia"
"Lesotho",2005,,"Africa"
"Liberia",2005,,"Africa"
"Libya",2005,1.9692e+10,"Africa"
"Liechtenstein",2005,,"Europe"
"Lithuania",2005,10593478369.823,"Europe"
"Luxembourg",2005,7151474062.57659,"Europe"
"Macao, China",2005,,"Asia"
"Macedonia, FYR",2005,6.952e+09,"Europe"
"Madagascar",2005,,"Africa"
"Malawi",2005,,"Africa"
"Malaysia",2005,7.3828e+10,"Asia"
"Maldives",2005,,"Asia"
"Mali",2005,,"Africa"
"Malta",2005,2010814462.27067,"Europe"
"Marshall Islands",2005,,"Oceania"
"Martinique",2005,,"Americas"
"Mauritania",2005,,"Africa"
"Mauritius",2005,,"Africa"
"Mayotte",2005,,"Africa"
"Mexico",2005,205201001927.064,"Americas"
"Micronesia, Fed. Sts.",2005,,"Oceania"
"Moldova",2005,5779425913.90366,"Europe"
"Monaco",2005,,"Europe"
"Mongolia",2005,3.256e+09,"Asia"
"Montenegro",2005,3.993e+09,"Europe"
"Montserrat",2005,,"Americas"
"Morocco",2005,1.9323e+10,"Africa"
"Mozambique",2005,9.243e+09,"Africa"
"Myanmar",2005,3.664e+09,"Asia"
"Namibia",2005,2.945e+09,"Africa"
"Nauru",2005,,"Oceania"
"Nepal",2005,1.984e+09,"Asia"
"Netherlands",2005,113938299673.931,"Europe"
"Netherlands Antilles",2005,,"Americas"
"New Caledonia",2005,,"Oceania"
"New Zealand",2005,39992099187.2082,"Oceania"
"Ngorno-Karabakh",2005,,
"Nicaragua",2005,2.243e+09,"Americas"
"Niger",2005,,"Africa"
"Nigeria",2005,1.7959e+10,"Africa"
"Niue",2005,,"Oceania"
"Norfolk Island",2005,,"Oceania"
"Northern Cyprus",2005,,"Asia"
"Northern Mariana Islands",2005,,"Oceania"
"Norway",2005,115967175582.502,"Europe"
"Oman",2005,1.0301e+10,"Asia"
"Pakistan",2005,7.1067e+10,"Asia"
"Palau",2005,,"Oceania"
"Panama",2005,4.846e+09,"Americas"
"Papua New Guinea",2005,,"Oceania"
"Paraguay",2005,5.006e+09,"Americas"
"Peru",2005,2.3118e+10,"Americas"
"Philippines",2005,4.975e+10,"Asia"
"Pitcairn",2005,,"Oceania"
"Poland",2005,131185607883.781,"Europe"
"Portugal",2005,49160139167.8825,"Europe"
"Puerto Rico",2005,,"Americas"
"Qatar",2005,1.3377e+10,"Asia"
"Reunion",2005,,"Africa"
"Romania",2005,50750229903.6103,"Europe"
"Russia",2005,832127901814.614,"Europe"
"Rwanda",2005,,"Africa"
"St. Barthélemy",2005,,"Americas"
"St. Helena",2005,,"Africa"
"St. Kitts and Nevis",2005,,"Americas"
"St. Lucia",2005,,"Americas"
"St. Martin",2005,,
"St. Vincent and the Grenadines",2005,,"Americas"
"St.-Pierre-et-Miquelon",2005,,"Americas"
"Samoa",2005,,"Oceania"
"San Marino",2005,,"Europe"
"Sao Tome and Principe",2005,,"Africa"
"Saudi Arabia",2005,1.57545e+11,"Asia"
"Senegal",2005,1.777e+09,"Africa"
"Serbia",2005,38654906188.3254,"Europe"
"Serbia and Montenegro",2005,,
"Serbia excluding Kosovo",2005,,"Europe"
"Seychelles",2005,,"Africa"
"Sierra Leone",2005,,"Africa"
"Singapore",2005,36291692932.1581,"Asia"
"Slovak Republic",2005,26643189872.8068,"Europe"
"Slovenia",2005,13850137755.352,"Europe"
"Solomon Islands",2005,,"Oceania"
"Somalia",2005,,"Africa"
"Somaliland",2005,,"Africa"
"South Africa",2005,224814639156.05,"Africa"
"South Ossetia",2005,,
"Spain",2005,266757390456.407,"Europe"
"Sri Lanka",2005,7899034388.10833,"Asia"
"Sudan",2005,2419623310.45106,"Africa"
"Suriname",2005,,"Americas"
"Svalbard",2005,,"Europe"
"Swaziland",2005,,"Africa"
"Sweden",2005,139331497171.184,"Europe"
"Switzerland",2005,61584384855.6866,"Europe"
"Syria",2005,2.7503e+10,"Asia"
"Taiwan",2005,,"Asia"
"Tajikistan",2005,1.4594e+10,"Asia"
"Tanzania",2005,2.703e+09,"Africa"
"Thailand",2005,1.25259e+11,"Asia"
"Timor-Leste",2005,,"Asia"
"Togo",2005,6.14e+08,"Africa"
"Tokelau",2005,,"Oceania"
"Tonga",2005,,"Oceania"
"Transnistria",2005,,
"Trinidad and Tobago",2005,6.669e+09,"Americas"
"Tunisia",2005,10823368273.4071,"Africa"
"Turkey",2005,1.3675e+11,"Asia"
"Turkmenistan",2005,9.755e+09,"Asia"
"Turks and Caicos Islands",2005,,"Americas"
"Tuvalu",2005,,"Oceania"
"Uganda",2005,,"Africa"
"Ukraine",2005,152316743666.775,"Europe"
"United Arab Emirates",2005,5.6262e+10,"Asia"
"United Kingdom",2005,378639274660.728,"Europe"
"United States",2005,4067796615983.93,"Americas"
"Uruguay",2005,6683808005.08694,"Americas"
"USSR",2005,,"Europe"
"Uzbekistan",2005,44405210621.5462,"Asia"
"Wallis et Futuna",2005,,"Oceania"
"Vanuatu",2005,,"Oceania"
"Venezuela",2005,76655463047.3718,"Americas"
"West Bank and Gaza",2005,,"Asia"
"West Germany",2005,,"Europe"
"Western Sahara",2005,,"Africa"
"Vietnam",2005,48226166739.4273,"Asia"
"Virgin Islands (U.S.)",2005,,"Americas"
"North Yemen (former)",2005,,
"South Yemen (former)",2005,,
"Yemen",2005,3.693e+09,"Asia"
"Yugoslavia",2005,,
"Zambia",2005,8.214e+09,"Africa"
"Zimbabwe",2005,1.2504e+10,"Africa"
"Åland",2005,,"Europe"
"South Sudan",2005,,"Africa"
"Christian",2005,,
"Coastline",2005,,
"Curaçao",2005,,"Americas"
"Sint Maarten (Dutch part)",2005,,"Americas"
"St. Martin (French part)",2005,,"Americas"
"Antarctica",2005,,
"Virgin Islands, British",2005,,"Americas"
"Hawaiian Trade Zone",2005,,
"U.S. Pacific Islands",2005,,
"Wake Island",2005,,
"Bonaire",2005,,
"Sark",2005,,
"Chinese Taipei",2005,,"Asia"
"Saint Eustatius",2005,,
"Saba",2005,,
"Abkhazia",2006,,
"Afghanistan",2006,,"Asia"
"Akrotiri and Dhekelia",2006,,
"Albania",2006,3.646e+09,"Europe"
"Algeria",2006,2.9013e+10,"Africa"
"American Samoa",2006,,"Oceania"
"Andorra",2006,,"Europe"
"Angola",2006,2.916e+09,"Africa"
"Anguilla",2006,,"Americas"
"Antigua and Barbuda",2006,,"Americas"
"Argentina",2006,8.5363e+10,"Americas"
"Armenia",2006,4.851e+09,"Asia"
"Aruba",2006,,"Americas"
"Australia",2006,218009582469.236,"Oceania"
"Austria",2006,68037558287.9944,"Europe"
"Azerbaijan",2006,21872882016.4888,"Asia"
"Bahamas",2006,,"Americas"
"Bahrain",2006,9.317e+09,"Asia"
"Bangladesh",2006,28101000197.4029,"Asia"
"Barbados",2006,,"Americas"
"Belarus",2006,32477234789.6224,"Europe"
"Belgium",2006,90961395924.6899,"Europe"
"Belize",2006,,"Americas"
"Benin",2006,6.17e+08,"Africa"
"Bermuda",2006,,"Americas"
"Bhutan",2006,,"Asia"
"Bolivia",2006,4.727e+09,"Americas"
"Bosnia and Herzegovina",2006,8.979e+09,"Europe"
"Botswana",2006,2.737e+09,"Africa"
"Brazil",2006,389950997925.331,"Americas"
"British Virgin Islands",2006,,"Americas"
"Brunei",2006,3.122e+09,"Asia"
"Bulgaria",2006,33152042384.6152,"Europe"
"Burkina Faso",2006,,"Africa"
"Burundi",2006,,"Africa"
"Cambodia",2006,1.088e+09,"Asia"
"Cameroon",2006,4.477e+09,"Africa"
"Canada",2006,546878965212.382,"Americas"
"Cape Verde",2006,,"Africa"
"Cayman Islands",2006,,"Americas"
"Central African Republic",2006,,"Africa"
"Chad",2006,,"Africa"
"Channel Islands",2006,,
"Chile",2006,5.2701e+10,"Americas"
"China",2006,2684311219671.61,"Asia"
"Christmas Island",2006,,"Oceania"
"Cocos Island",2006,,
"Colombia",2006,4.1536e+10,"Americas"
"Comoros",2006,,"Africa"
"Congo, Dem. Rep.",2006,5.758e+09,"Africa"
"Congo, Rep.",2006,4.71e+08,"Africa"
"Cook Is",2006,,"Oceania"
"Costa Rica",2006,7.921e+09,"Americas"
"Cote d'Ivoire",2006,3.408e+09,"Africa"
"Croatia",2006,16120425250.6757,"Europe"
"Cuba",2006,1.382e+10,"Americas"
"Cyprus",2006,4.431e+09,"Asia"
"Czech Republic",2006,66777706729.7009,"Europe"
"Czechoslovakia",2006,,
"Denmark",2006,37144662535.1831,"Europe"
"Djibouti",2006,,"Africa"
"Dominica",2006,,"Americas"
"Dominican Republic",2006,1.2214e+10,"Americas"
"East Germany",2006,,
"Ecuador",2006,1.1765e+10,"Americas"
"Egypt",2006,1.02475e+11,"Africa"
"El Salvador",2006,4.969e+09,"Americas"
"Equatorial Guinea",2006,,"Africa"
"Eritrea",2006,2.32e+08,"Africa"
"Eritrea and Ethiopia",2006,,
"Estonia",2006,7907888886.65599,"Europe"
"Ethiopia",2006,2.942e+09,"Africa"
"Faeroe Islands",2006,,"Europe"
"Falkland Is (Malvinas)",2006,,"Americas"
"Fiji",2006,,"Oceania"
"Finland",2006,90642285301.0899,"Europe"
"France",2006,462571161927.412,"Europe"
"French Guiana",2006,,"Americas"
"French Polynesia",2006,,"Oceania"
"Gabon",2006,1.343e+09,"Africa"
"Gambia",2006,,"Africa"
"Georgia",2006,6934968991.58709,"Asia"
